functional_zone_id,area_id,poi_ids
991,64,"178493,217969,221138,223835,180414,1033020,1080703,1177045,1190064,1190065"
992,204,"226749,223071,223082,223526"
993,204,"1184990,1184991,1184992,1184993,1184995,1184996,1185047,1185048,1154268,64818"
994,204,"1184964,1184965,1184966,1184968,1184969,1184973,1184974,1184977,1184978,1185006,1185007,1185008,24003,24004,24006,24008,61686,61687,1076748,1076749,1153762,1153763,1153764,1153765,1153766,1153767,1153768,1153769,1153770,1153771,1153772,1153773,1153774,1153775,1153776,1153777,1153778,1153779,1153780,1153781,1153782,1153783,1153784,1153785,1153786,1153787,1153788,1153789,1153790,1153791,1153792,1153793,1153794,1153795,1153796,1153797,1153798,1153799,1153800,1153801,1153802,1153803,1153804,1153805,1153806,1153807,1153808,1153809,1153810,1153811,1153812,1153813,1153814,1153815,1153816,1153817,1153818,1153819,1153820,1153821,1153822,1153823,1153824,1153825,1153826,1153827,1153828,1153829,1153830,1153831,1153832,1153833,1153834,1153835,1153836,1153837,1153838,1153839,1153840,1153841,1153842,1153843,1153844,1153845,1153846,1153847,1154275,1154276,1154277,1154278,1154279,1154280,1154281,1154282,1154283,1154284,1154285,1154286,1154287,1154288,1154289,1154290,1154291,1154292,1154293,1154294,1154295,1154296,1154297,1154298,1154299,1154300,1154301,1154302,1154303,1154304,1154305,1154306,1154307,1154308,1154309,1154310,1154311,1154312,1154313,1154314,1154315,1154316,1154317,1154318,1154319,1154320,1154321,1154322,1154323,1154324,1154325,1154326,1154327,1154328,1154329,1154330,1154331,1154332,1154333,1154334,1154335,1154336,1154337,1154338,1154339,1154340,1154341,1154342,1154343,1154344,1154345,1154346,1154347,1154348,1154349,1154350,1154351,1154352,1154353,1154354,1154355,1154356,1154357,1154358,1154359,1154360,1154361,1154362,1154363,1154364,1154365,1154366,1154367,1154368,1154369,1154370,1154371,1154372,1154373,1154374,1154375,1154376,1154377,1154378,1154379,1154380,1154381,1154382,1154383,1154384,1154385,1154386,1154387,1154388,1154389,1154390,1154391,1154392,1154393,1154394,1154395,1154396,1154397,1154398,1154399,1154400,1154401,1154402,1154403,1154404,1154405,1154406,1154407,1154408,1154409,1154410,1154411,1154412,1154413,1154414,1154415,1154416,1154417,1154418,1154419,1154420,1154421,1154422,1154423,1154424,1154425,1154426,1154427,1154428,1154429,1154430,1154431,1154432,1154433,1154434,1154435,1154436,1154437,1154438,1154439,1154440,1154441,1154442,1154443,1154444,1154445,1154446,1154447,1154448,1154449,1154450,1154451,1154452,1154453,1154454,1154455,1154456,1154457,1154458,1154459,1154460,1154461,1154462,1154463,1154464,1154465,1154466,1154467,1154468,1154469,1154470,1154471,1154472,1154473,1154474,1154475,1154476,1154477,1154478,1154479,1154480,1154481,1154482,1154483,1154484,1154485,1154486,1154487,1154488,1154489,1154490,1154491,1154492,1154493,1154494,1154495,1154496,1154497,1154498,1154499,1154500,1154501,1154502,1154503,1154504,1154505,1154506,1154507,1154508,1154509,1154510,1154511,1154512,1154513,1154514,1154515,1154516,1154517,1154518,1154519,1154520,1154521,1154522,1154523,1154524,1154525,1154526,1154527,1154528,1154529,1154530,1154531,1154532,1154533,1154534,1154535,1155660,1155661,1155662,1155663,1155664,1155665,1155666,1155667,1155668,1155669,1155670,1155671,1155672,1155673,1155674,1155675,1155676,1155677,1155678,1155679,1155680,1155681,1155682,1155683,1155684,1155685,1155686,1155687,1155688,1155689,1155690,1155691,1155692,1155693,1155695,1155696,1155697,1155698,1155699,1155700,1155701,1155702,1155703,1155704,1155705,1155706,1192093"
995,204,"1184936,1184937,1184938,1184939,1184940,1184941,1184942,1184943,1184944"
996,84,"1185400,1185401,1185402,1185403,1174394,1185542,1185894,1185895,1185896,1188770,1188771,262737,265736,1108292,1110654,1110655,1113558,66459,249790"
997,84,"1174398,1183197,1183198,1185550,529,61685,62394,67090,67091,1072087,1102320,1108317,1108318,1108319,1108320,1108321,1108322,1108323,1108324,1108325,1108326,1108327,1108328,1108329,1108330,1108331,1108332,1108333,1108334,1108716,1108717,1108718,1108719,1108720,1108721,1108722,1108723,1108724,1108725,1108726,1108727,1108728,1108729,1108730,1108731,1108732,1108733,1108734,1108735,1108736,1108737,1108738,1108739,1108740,1108741,1108742,1108743,1108744,1108745,1108746,1109004,1109152,1109153,1109154,1109155,1109156,1109157,1109158,1109159,1109160,1109161,1109162,1109163,1109164,1109165,1109166,1109167,1109168,1109169,1109170,1109299,1109300,1109301,1109302,1109303,1109304,1109305,1109306,1109307,1109308,1109309,1109310,1109311,1109312,1109313,1109314,1109315,1109316,1109317,1109318,1109319,1109320,1109321,1109322,1109323,1109324,1109325,1109326,1109327,1109328,1109329,1109330,1109331,1109332,1109333,1109334,1109335,1109336,1109337,1109338,1109339,1109340,1109341,1109342,1109343,1109344,1109345,1109346,1109347,1109348,1109349,1109350,1109351,1109352,1109353,1109354,1109355,1109356,1109357,1109358,1109359,1109360,1109361,1109362,1109363,1109364,1109365,1109366,1109367,1109368,1109369,1109370,1109371,1109372,1109373,1109374,1109375,1109376,1109377,1109378,1109379,1109380,1109381,1109382,1109383,1109384,1109385,1109386,1109387,1109388,1109389,1109390,1109391,1109392,1109393,1109394,1109395,1109396,1109397,1109398,1109399,1109400,1109401,1109402,1109403,1109404,1109405,1109406,1109407,1109408,1109409,1109410,1109411,1109412,1109413,1109414,1109415,1109416,1109417,1109418,1109419,1109420,1109421,1109422,1109423,1109424,1109425,1109426,1109427,1109428,1109429,1109430,1109431,1109432,1109433,1109434,1109435,1109436,1109437,1109438,1109439,1109440,1109441,1109442,1109443,1109444,1109445,1109446,1109447,1109448,1109449,1109450,1109451,1109452,1109453,1109454,1109455,1109456,1109457,1109458,1109459,1109460,1109461,1109462,1109465,1109466,1109467,1109468,1109469,1109470,1109471,1109472,1109473,1109474,1109475,1109476,1109477,1109478,1109479,1109480,1109481,1109482,1109483,1109484,1109485,1109486,1109487,1109488,1109489,1109490,1109521,1109522,1109523,1109524,1109525,1109526,1109527,1109528,1109529,1109530,1109531,1109532,1109533,1109534,1109535,1109536,1109537,1109538,1109539,1109540,1109541,1109542,1109543,1109544,1109545,1109546,1109547,1109548,1109549,1109550,1109551,1109552,1109553,1109554,1110656,1110657,1110658,1110659,1110660,1110661,1110662,1110663,1110664,1110665,1110666,1110667,1110668,1110669,1110670,1110671,1110672,1110673,1110674,1110675,1110676,1110677,1110678,1110679,1110680,1110681,1110682,1110683,1110684,1110685,1110686,1110687,1110688,1110689,1110690,1110691,1110692,1110693,1110694,1110695,1110696,1110697,1110698,1110699,1110700,1110701,1110702,1110703,1110704,1110705,1110706,1110707,1110708,1110709,1110710,1110711,1110712,1110713,1110714,1110715,1110716,1110717,1110718,1110719,1110720,1110721,1110722,1110723,1110724,1110725,1110726,1110727,1110728,1110729,1110730,1110731,1110732,1110733,1110734,1110735,1110736,1110737,1110738,1110739,1110740,1110741,1110742,1110743,1110744,1110745,1110746,1110747,1110748,1110749,1110750,1110751,1110752,1110753,1110754,1110755,1110756,1110757,1110758,1110759,1110760,1110761,1110762,1110763,1110764,1110765,1110766,1110767,1110768,1110769,1110770,1110771,1110772,1110773,1110774,1110775,1110776,1110777,1110778,1110779,1110780,1110781,1110782,1110783,1110784,1110785,1110786,1110787,1110788,1110789,1110790,1110791,1110792,1110793,1110794,1110795,1110796,1110797,1110798,1110799,1110800,1110801,1110802,1110803,1110804,1110805,1110806,1110807,1110808,1110809,1110810,1110811,1110812,1110813,1110814,1110815,1110816,1110817,1110818,1110819,1110820,1110821,1110822,1110823,1110824,1110825,1110826,1110827,1110828,1110829,1110830,1110831,1110832,1110833,1110834,1110835,1110836,1110837,1110838,1110839,1110840,1110841,1110842,1110843,1110844,1110845,1110846,1110847,1110848,1110849,1110850,1110851,1110852,1110853,1110854,1110855,1110856,1110857,1110858,1110859,1110860,1110861,1110862,1110863,1110864,1110865,1110866,1110867,1110868,1110869,1110870,1110871,1110872,1110873,1110874,1110875,1110876,1110877,1110878,1110879,1110880,1110881,1110882,1110883,1110884,1110885,1110886,1110887,1110888,1110889,1110890,1110891,1110892,1110893,1110894,1110895,1110896,1110897,1110898,1110899,1110900,1110901,1110902,1110903,1110904,1110905,1110906,1110907,1110908,1110909,1110910,1110911,1110912,1110913,1110914,1110915,1110916,1110917,1110918,1110919,1110920,1110921,1110922,1110923,1110924,1110925,1110926,1110927,1110928,1110929,1110930,1110931,1110932,1110933,1110934,1110935,1110936,1110937,1110938,1110939,1110940,1110941,1110942,1110943,1110944,1110945,1110946,1110947,1110948,1110949,1110950,1110951,1110952,1110953,1110954,1110955,1110956,1110957,1110958,1110959,1110960,1110961,1110962,1110963,1110964,1110965,1110966,1110967,1110968,1110969,1110970,1110971,1110972,1110973,1110974,1110975,1110976,1110977,1110978,1110979,1110980,1110981,1110982,1110983,1110984,1110985,1110986,1110987,1110988,1110989,1110990,1110991,1110992,1110993,1110994,1110995,1110996,1110997,1110998,1110999,1111000,1111001,1111002,1111003,1111004,1111005,1111006,1111007,1111008,1111009,1111010,1111011,1111012,1111013,1111014,1111015,1111016,1111017,1111018,1111019,1111020,1111021,1111022,1111023,1111024,1111025,1111026,1111027,1111028,1111029,1111030,1111031,1111032,1111033,1111034,1111035,1111036,1111037,1111038,1111039,1111040,1111041,1111042,1111043,1111044,1111045,1111046,1111047,1111048,1111049,1111050,1111051,1111052,1111053,1111054,1111055,1111056,1112442,1112443,1112444,1112445,1112446,1112447,1112448,1112449,1112450,1112451,1112452,1112453,1112454,1112455,1112456,1112457,1112458,1112459,1112460,1112461,1112462,1112463,1112464,1112465,1112466,1112467,1112468,1112469,1112470,1112471,1112472,1112473,1112474,1112475,1112476,1112477,1112478,1112479,1112480,1112481,1112482,1112483,1112484,1112485,1112486,1112487,1112488,1112489,1112490,1112491,1112492,1112493,1112494,1112495,1112496,1112497,1112498,1112499,1112500,1112501,1112502,1112503,1112504,1112505,1112506,1112507,1112508,1112509,1112510,1113536,1113787,1113788,1113789,1113790,1113791,1113792,1113793,1113794,1113795,1113796,1113797,1113798,1113799,1113800,1113801,1113802,1113803,1113804,1113805,1113806,1113807,1113808,1113809,1113810,1113811,1113812,1113813,1113814,1113815,1113816,1113817,1113818,1113819,1113820,1113821,1113822,1113823,1113824,1113825,1113826,1113827,1113828,1113829,1113830,1113831,1113832,1113833,1113834,1113835,1113836,1113837,1113838,1113839,1113840,1113841,1113842,1113843,1113844,1113845,1113846,1113847,1113848,1113849,1113850,1113851,1113852,1113853,1113854,1113855,1113856,1113857,1113858,1113859,1113860,1113861,1113862,1113863,1113864,1113865,1113866,1113867,1113868,1113869,1113870,1113871,1113872,1113873,1113874,1113875,1113876,1113877,1113878,1113879,1113880,1113881,1113882,1113883,1113884,1113885,1113886,1113887,1113888,1113889,1113890,1113891,1113892,1113893,1113894,1113895,1113896,1113897,1113898,1113899,1113900,1113901,1113902,1113903,1113904,1113905,1113906,1113907,1113908,1113909,1113910,1113911,1113912,1113913,1113914,1113915,1113916,1113917,1113918,1113919,1113920,1113921,1113922,1113923,1113924,1113925,1113926,1113927,1113928,1113929,1113930,1113931,1113932,1113933,1113934,1113935,1113936,1113937,1113938,1113939,1113940,1113941,1113942,1113943,1113944,1113945,1113946,1113947,1113948,1113949,1113950,1113951,1113952,1113953,1113954,1113955,1113956,1113957,1113958,1113959,1113960,1113961,1113962,1113963,1113964,1113965,1113966,1113967,1113968,1113969,1113970,1113971,1113972,1113973,1113974,1113975,1113976,1113977,1113978,1113979,1113980,1113981,1151780,1151781,1151782,1151783,1151784,1151785,1151786,1151787,1151788,1151789,1151790,1151791,1151792,1151793,1151794,1151795,1151796,1151797,1151798,1151799,1151800,1151801,1151802,1151803,1151804,1151805,1151806,1151807,1151808,1151809,1151810,1151811,1151812,1151813,1151814,1151815,1151816,1151817,1151818,1151819,1151820,1151821,1151822,1151823,1151824,1151825,1151826,1151827,1151828,1151829,1151830,1151831,1151832,1151833,1151834,1151835,1151836,1151837,1151838,1151839,1151840,1151841,1151842,1151843,1151844,1151845,1151846,1151847,1151848,1151849,1151850,1151851,1151852,1151853,1151854,1151855,1151856,1151857,1151858,1151859,1151860,1151861,1151862,1151863,1151864,1151865,1151866,1151867,1151868,1151869,1151870,1151871,1151872,1151873,1151874,1151875,1151876,1151877,1151878,1151879,1151880,1151881,1151882,1151883,1151884,1151885,1151886,1151887,1151888,1151889,1151890,1151891,1151892,1151893,1151894,1151895,1151896,1151897,1151898,1151899,1151900,1151901,1151902,1151903,1151904,1151905,1151906,1151907,1151908,1151909,1151910,1151911,1151912,1151913,1151914,1151915,1151916,1151917,1151918,1151919,1151920,1151921,1151922,1151923,1151924,1151925,1151926,1151927,1151928,1151929,1151930,1151931,1151932,1151933,1151934,1151935,1151936,1151937,1151938,1151939,1151940,1151941,1151942,1151943,1151944,1151945,1151946,1151947,1151948,1151949,1151950,1151951,1151952,1151953,1151954,1151955,1151956,1151957,1151958,1151959,1151960,1151961,1151962,1151963,1151964,1151965,1151966,1151967,1151968,1151969,1151970,1151971,1151972,1151973,1151974,1151975,1151976,1151977,1151978,1151979,1151980,1151981,1151982,1151983,1151984,1151985,1151986,1151987,1151988,1151989,1151990,1151991,1151992,1151993,1151994,1151995,1151996,1151997,1151998,1151999,1152000,1152001,1152002,1152003,1152004,1152005,1152006,1152007,1152008,1152009,1152010,1152011,1152012,1152013,1152014,1152015,1152016,1152017,1152018,1152019,1152020,1152021,1152022,1152023,1152024,1152025,1152026,1152027,1152028,1152029,1152030,1152031,1152032,1152033,1152034,1152035,1152036,1152037,1152038,1152039,1152040,1152041,1152042,1152043,1152044,1152045,1152046,1152047,1152048,1152049,1152050,1152051,1152052,1152053,1152054,1152055,1152056,1152057,1152058,1152059,1152060,1153618,1153619,1153620,1153621,1153622,1153623,1153624,1153625,1153626,1153627,1153628,1153629,1153630,1153631,1153632,1153633,1153634,1153635,1153636,1153637,1153638,1153639,1153640,1153641,1153642,1153643,1153644,1153645,1153646,1153647,1153648,1153649,1153650,1153651,1153652,1153653,1153654,1153655,1153656,1153657,1153658,1153659,1153660,1153661,1153662,1153663,1153664,1153665,1153666,1153667,1153668,1153669,1153670,1153671,1153672,1153673,1153674,1153675,1153676,1153677,1153678,1153679,1153680,1153681,1153682,1153683,1153684,1153685,1153686,1153687,1153688,1153689,1153690,1153691,1153692,1153693,1153694,1153695,1153696,1153697,1153698,1153699,1153700,1153701,1153702,1153703,1153704,1153705,1153706,1153707,1153708,1153709,1153710,1153711,1153712,1153713,1153714,1153715,1153716,1153717,1153718,1153719,1153720,1153721,1153722,1153723,1153724,1153725,1153726,1153727,1153728,1153729,1153730,1153731,1153732,1153733,1153734,1153735,1153736,1153737,1153738,1153739,1153740,1153741,1153742,1153743,1153744,1153745,1153746,1153747,1153748,1153749,1153750,1153751,1153848,1153849,1153850,1153851,1153852,1153853,1153854,1153855,1153856,1153857,1153858,1153859,1153860,1153861,1153862,1153863,1153864,1153865,1153866,1153867,1153868,1153869,1153870,1153871,1153872,1153873,1153874,1153875,1153876,1153877,1153878,1153879,1153880,1153881,1153882,1153883,1153884,1153885,1153886,1153887,1153888,1153889,1153890,1153891,1153892,1153893,1153894,1153895,1153896,1153897,1153898,1153899,1153900,1153901,1153902,1153903,1153904,1153905,1153906,1153907,1153908,1153909,1153910,1153911,1153912,1153913,1153914,1153915,1153916,1153917,1153918,1153919,1153920,1153921,1153922,1153923,1153924,1153925,1153926,1153927,1153928,1153929,1153930,1153931,1153932,1153933,1153934,1153935,1153936,1153937,1153938,1153939,1153940,1153941,1153942,1153943,1153944,1153945,1153946,1153947,1153948,1153949,1153950,1153951,1153952,1153953,1153954,1153955,1153956,1153957,1153958,1153959,1153960,1153961,1153962,1153963,1153964,1153965,1153966,1153967,1153968,1153969,1153970,1153971,1153972,1153973,1153974,1153975,1153976,1153977,1153978,1153979,1153980,1153981,1153982,1153983,1153984,1153985,1153986,1153987,1153988,1153989,1153990,1153991,1153992,1153993,1153994,1153995,1153996,1153997,1153998,1153999,1154000,1154001,1154002,1154003,1154004,1154005,1154006,1154007,1154008,1154009,1154010,1154011,1154012,1154013,1154014,1154015,1154016,1154017,1154018,1154019,1154020,1154021,1154022,1154023,1154024,1154025,1154026,1154027,1154028,1154029,1154030,1154031,1154032,1154033,1154034,1154035,1154036,1154037,1154038,1154039,1154040,1154041,1154042,1154043,1154044,1154045,1154046,1154047,1154048,1154049,1154050,1154051,1154052,1154053,1154054,1154536,1154537,1154538,1154539,1154540,1154541,1154542,1154543,1154544,1154545,1154546,1154547,1154548,1154549,1154550,1154551,1154552,1154553,1154554,1154555,1154556,1154557,1154558,1154559,1154560,1154561,1154562,1154563,1154564,1154565,1154566,1154567,1154568,1154569,1154570,1154571,1154572,1154573,1154574,1154575,1154576,1154577,1154578,1154579,1154580,1154581,1154582,1154583,1154584,1154585,1154586,1154587,1154588,1154589,1154590,1154591,1154592,1154593,1154594,1154595,1154596,1154597,1154598,1154599,1154600,1154601,1154602,1154603,1154604,1154605,1154606,1154607,1154608,1154609,1154610,1154611,1154612,1154613,1154614,1154615,1154616,1154617,1154618,1154619,1154620,1154621,1154622,1154623,1154624,1154625,1154626,1154627,1154628,1154629,1154630,1154631,1154632,1154633,1154634,1154635,1154636,1154637,1154638,1154639,1154640,1154641,1154642,1154643,1154644,1154645,1154646,1154647,1154648,1154649,1154650,1154651,1154652,1154653,1154654,1154655,1154656,1154657,1154658,1154659,1154660,1154661,1154662,1154663,1154664,1154665,1154666,1154667,1154668,1154669,1154670,1154671,1154672,1154673,1154674,1154675,1154676,1154677,1154678,1154679,1154680,1154681,1154682,1154683,1154684,1154685,1154686,1154687,1154688,1154689,1154690,1154691,1154692,1154693,1154694,1154695,1154696,1154697,1154698,1154699,1154700,1154701,1154702,1154703,1154704,1154705,1154706,1154707,1154708,1154709,1154710,1154711,1154712,1154713,1154714,1154715,1154716,1154717,1154718,1154719,1154720,1154721,1154722,1154723,1154724,1154725,1154726,1154727,1154728,1154729,1154730,1154731,1154732,1154733,1154734,1154735,1154736,1154737,1154738,1154739,1154740,1154741,1154742,1154743,1154744,1154745,1155127,1155128,1155129,1155130,1155131,1155132,1155133,1155134,1155135,1155136,1155137,1155138,1155139,1155140,1155141,1155142,1155143,1155144,1155145,1155146,1155147,1155148,1155149,1155150,1155151,1155152,1155153,1155154,1155155,1155156,1155157,1155158,1155159,1155160,1155161,1155162,1155163,1155164,1155165,1155166,1155167,1155168,1155169,1155170,1155171,1155172,1155173,1155174,1155175,1155176,1155177,1155178,1155179,1155180,1155181,1155182,1155183,1155184,1155185,1155186,1155187,1155188,1155189,1155190,1155310,1155311,1155312,1155313,1155314,1155315,1155316,1155317,1155318,1155319,1155320,1155321,1155322,1155323,1155324,1155325,1155326,1155327,1155328,1155329,1155330,1155331,1155332,1155333,1155334,1155335,1155336,1155337,1155345,1155346,1155347,1155348,1155349,1155350,1155351,1155352,1155353,1155355,1155356,1155357,1155358,1155359,1155360,1155361,1155362,1155363,1155578,1155579,1155580,1155581,1155582,1155583,1155584,1155585,1155586,1155587,1155588,1155589,1155590,1155591,1155592,1155593,1155594,1155595,1155596,1155597,1155598,1155599,1155600,1155601,1155602,1155603,1155604,1155605,1155606,1155607,1155608,1155609,1155610,1155611,1155612,1155613,1155614,1155615,1155616,1155617,1155618,1155619,1155620,1155621,1155622,1155623,1155624,1155625,1155626,1155627,1155628,1155629,1155630,1155631,1155632,1155633,1155634,1155635,1155636,1155637,1155638,1155639,1155640,1155641,1155642,1155643,1155644,1155645,1155646,1155647,1155648,1155649,1155650,1155651,1155652,1155653,1155654,1155655,1155656,1155657,1155658,1155659,1177805,1177806,1185551,1185681,1185682,1185683,1185684,1185685,1185686,1185687,1185688,1185689,1185690,1185691,1185692,1185693,1185694,1185695,1185696,1185697,1185698,1185699,1185700,1185701,1185702,1185703,1185704,1185705,1185706,1185707,1185708,1185709,1185710,1185711,1185712,1185713,1185714,1185715,1185716,1185717,1185718,1185719,1185720,1185721,1185722,1185723,1185724,1185725,1185726,1185727,1185728,1185729,1185730,1185731,1185732,1185733,1185734,1185735,1185736,1185737,1185738,1185739,1185740,1185741,1185742,1185743,1185744,1185745,1185746,1185747,1185748,1185749,1185750,1185751,1185752,1185753,1185754,1185755,1185756,1185757,1185758,1185759,1185760,1185761,1185762,1185763,1185764,1185765,1185766,1185767,1185768,1185769,1185770,1185771,1185772,1185773,1185774,1185775,1185776,1185777,1185778,1185779,1185780,1185781,1185782,1185783,1185784,1185785,1185786,1185787,1185788,1185789,1185790,1185791,1185792,1185793,1185794,1185795,1185796,1185797,1185798,1185799,1185800,1185801,1185802,1185803,1185804,1185805,1185806,1185807,1185808,1185809,1185810,1185811,1185812,1185813,1185814,1185815,1185816,1185817,1185818,1185819,1185820,1185821,1185822,1185823,1185824,1185825,1185826,1185827,1185828,1185829,1185830,1185831,1185832,1185833,1185834,1185835,1185836,1185837,1185838,1185839,1185840,1185841,1185842,1185843,1185844,1185845,1185846,1185847,1185848,1185849,1185850,1185851,1185852,1185853,1185854,1185855,1185856,1185857,1185858,1185859,1185860,1185861,1185862,1185863,1185864,1185865,1185866,1185867,1185868,1185869,1185870,1185871,1185872,1185873,1185874,1185875,1185876,1185877,1185878,1185879,1185880,1185881,1185882,1185883,1185884,1185885,1185886,1185887,1185888,1185889,1185890,1185891,1185892,1185893,1186326,1186327,1186328,1186329,1186330,1186331,1186332,1186333,1186334,1186335,1186336,1186337,1186338,1186339,1186340,1186341,1186342,1186343,1186344,1186345,1186346,1186347,1186348,1186349,1186350,1186351,1186352,1186353,1186354,1186355,1186356,1186357,1186358,1186359,1186360,1186361,1186362,1186363,1186364,1186365,1186366,1186367,1186368,1186369,1186370,1186371,1186372,1186373,1186374,1186375,1186376,1186377,1186378,1186379,1186380,1186381,1186382,1186383,1186384,1186385,1186386,1186387,1186388,1186389,1186390,1186391,1186392,1186393,1186394,1186395,1186396,1186397,1186398,1186399,1186400,1186401,1186402,1186403,1186404,1186405,1186406,1186407,1186408,1186409,1186410,1186411,1186412,1186413,1186414,1186415,1186416,1186417,1186418,1186419,1186420,1186421,1186422,1186423,1186424,1186425,1186426,1186427,1186428,1186429,1186430,1186431,1186432,1186433,1186434,1186435,1186436,1186437,1186438,1186439,1186440,1186441,1186442,1186443,1186444,1186445,1186446,1186447,1186448,1186449,1186450,1186451,1186452,1186453,1186454,1186455,1186456,1186457,1186458,1186459,1186460,1186461,1186462,1186463,1186464,1186465,1186466,1186467,1186468,1186469,1186470,1186471,1186472,1186473,1186474,1186475,1186476,1186477,1186478,1186479,1186480,1186481,1186482,1186483,1186484,1186485,1186486,1186487,1186488,1186489,1186490,1186491,1186492,1186493,1186494,1186495,1186496,1186497,1186498,1186499,1186500,1186501,1186502,1186503,1186504,1186505,1186506,1186507,1186508,1186509,1186510,1186511,1186512,1186513,1186514,1186515,1186516,1186517,1186518,1186519,1186520,1186521,1186522,1186523,1186524,1186525,1186526,1186527,1186528,1186529,1186530,1186531,1186532,1186533,1186534,1186535,1186536,1186537,1186538,1186539,1186540,1186541,1186542,1186543,1186544,1186545,1186546,1186547,1186548,1186549,1186550,1186551,1186552,1186553,1186554,1186555,1186556,1186557,1186558,1186559,1186560,1186561,1186562,1186563,1186564,1186565,1186566,1186567,1186568,1186569,1186570,1186571,1186572,1186573,1186574,1186575,1186576,1186577,1186578,1186579,1186580,1186581,1186582,1186583,1186584,1186585,1186586,1186587,1186593,1192090,1192156,1192159,1192160"
998,84,"65923,65930,65937,226437,226546,226557,226635,226646,226693,226700,226750,226766,226780,226795,226825,226890,236018,244162,248398,1108080,1108082,1108083,1108284,1108285,1108286,1108287,1108288,1108289,1108290,1108291,1108293,1108294,1108295,1108296,1108297,1108298,1108299,1108300,1108301,1108302,1108303,1108304,1109077,1109078,1109079,1109080,1109081,1109082,1109083,1109084,1109085,1109086,1109087,1109088,1109089,1109090,1109091,1109092,1109297,1109298,1117220,67071,1184782,1184783"
999,84,"226806,226813,263506,265421,265710,265750,265757,265762"
1000,84,"66960,66961,226747,226748,249782,262348,262731,262982,265201,1190176,1190177,1190178,253671,263180,21,1115614,1185454,1185455,1185898,1185903"
1001,109,"254122,240599,240663,240673,253670,253672,253682,254123,261901,261905,261961,261968,261972,261982,261998,262185,262187,262213,262246,1111339"
1002,109,"1175622,1175623,1185429,1185433,1185434,1185435,1185436,1185437,1185438,1185439,1185440,253661,1076492,1076496,254141,256857,266256,266258,266265,266293,266974,267470,267472,1109558,1109559,1109560,1109561,1112943,1113074,1113075,1113076"
